image_file_name;acquisition_year;seasonal_harvest_no;label_type;fresh_grass;dry_grass;fresh_white_clover;dry_white_clover;fresh_red_clover;dry_red_clover;fresh_clover;dry_clover;fresh_weeds;dry_weeds;dry_total;dry_clover_fraction;dry_red_clover_fraction;dry_white_clover_fraction;dry_grass_fraction;dry_weeds_fraction
biomass_image_train_0000.jpg;2017;1;semi_advance;630.65;103.48;240.39;27.84;0;0;240.39;27.84;30.96;3.98;135.3;0.205764967;0;0.205764967;0.764818921;0.029416112
biomass_image_train_0001.jpg;2017;1;basic;588.56;124.88;;;;;91.27;12.58;0;0;137.46;0.091517532;0;0;0.908482468;0
biomass_image_train_0002.jpg;2017;1;semi_advance;437.74;83.06;3.91;0.64;0;0;3.91;0.64;27.38;3.44;87.14;0.007344503;0;0.007344503;0.953178793;0.039476704
biomass_image_train_0003.jpg;2017;4;advance;72.39;9.92;221.12;26.86;8.98;1.51;230.1;28.37;80.44;9.76;48.05;0.590426639;0.031425598;0.559001041;0.206451613;0.203121748
biomass_image_train_0004.jpg;2017;1;basic;111.21;23.14;;;;;417.18;61.11;0;0;84.25;0.725341246;0;0;0.274658754;0
biomass_image_train_0005.jpg;2017;2;basic;215.81;46.65;;;;;308.75;53.59;0;0;100.24;0.534616919;0;0;0.465383081;0
biomass_image_train_0006.jpg;2017;2;advance;45.04;9.18;76.55;12.46;84.61;14.91;161.16;27.37;16.96;2.75;39.3;0.696437659;0.379389313;0.317048346;0.233587786;0.069974555
biomass_image_train_0007.jpg;2017;3;advance;104.29;16.67;183.05;26.77;134.93;21.84;317.98;48.61;73.75;9.14;74.42;0.653184628;0.293469497;0.35971513;0.223998925;0.122816447
biomass_image_train_0008.jpg;2018;2;advance;87.04;23.69;48.76;12.65;0;0;48.76;12.65;0;0;36.34;0.348101266;0;0.348101266;0.651898734;0
biomass_image_train_0009.jpg;2017;1;basic;598.66;136.58;;;;;55.14;8.69;0;0;145.27;0.059819646;0;0;0.940180354;0
biomass_image_train_0010.jpg;2017;2;advance;136.46;27.3;129.96;23.09;42.94;8.04;172.9;31.13;33.96;5.18;63.61;0.489388461;0.126395221;0.36299324;0.429177802;0.081433737
biomass_image_train_0011.jpg;2017;2;basic;174.22;36.77;;;;;223.99;39.43;0;0;76.2;0.517454068;0;0;0.482545932;0
biomass_image_train_0012.jpg;2017;3;basic;174.23;37.13;;;;;159.08;37.47;0;0;74.6;0.50227882;0;0;0.49772118;0
biomass_image_train_0013.jpg;2017;2;advance;161.48;25.71;122.8;16.45;124.94;20.48;247.74;36.93;19.51;2.32;64.96;0.568503695;0.315270936;0.253232759;0.39578202;0.035714286
biomass_image_train_0014.jpg;2017;2;basic;131.37;25.96;;;;;378.82;61.54;0;0;87.5;0.703314286;0;0;0.296685714;0
biomass_image_train_0015.jpg;2017;3;basic;211.07;53.91;;;;;55.08;14.32;0;0;68.23;0.209878353;0;0;0.790121647;0
biomass_image_train_0016.jpg;2017;4;advance;103.11;14.42;142.06;17.17;0;0;142.06;17.17;48.96;5.54;37.13;0.462429302;0;0.462429302;0.388365203;0.149205494
biomass_image_train_0017.jpg;2017;3;advance;93.48;14.73;203.21;25.81;18.81;3.12;222.02;28.93;28.07;3.51;47.17;0.613313547;0.066143735;0.547169811;0.312274751;0.074411702
biomass_image_train_0018.jpg;2017;3;basic;143.43;40.98;;;;;95.64;26.62;0;0;67.6;0.393786982;0;0;0.606213018;0
biomass_image_train_0019.jpg;2017;1;basic;416.62;95.56;;;;;106.3;14.86;0;0;110.42;0.134577069;0;0;0.865422931;0
biomass_image_train_0020.jpg;2017;3;advance;139.22;22.77;103.58;14.56;91.78;14.28;195.36;28.84;53.25;6.4;58.01;0.497155663;0.246164454;0.250991208;0.392518531;0.110325806
biomass_image_train_0021.jpg;2017;4;basic;189.16;34.78;;;;;54.84;9.88;0;0;44.66;0.221227049;0;0;0.778772951;0
biomass_image_train_0022.jpg;2017;1;semi_advance;270.9;40.48;426.97;47.47;174.37;21.4;601.34;68.87;104.45;11.11;120.46;0.571725054;0.177652333;0.394072721;0.33604516;0.092229786
biomass_image_train_0023.jpg;2017;2;basic;154.41;33.2;;;;;244.01;43.01;0;0;76.21;0.564361632;0;0;0.435638368;0
biomass_image_train_0024.jpg;2017;2;advance;137.69;28.06;98.34;16.85;64.05;11.52;162.39;28.37;2.91;0.53;56.96;0.49806882;0.202247191;0.295821629;0.492626404;0.009304775
biomass_image_train_0025.jpg;2017;2;advance;75.24;14.69;194.47;34.87;10.93;2.44;205.4;37.31;5.46;0.68;52.68;0.708238421;0.046317388;0.661921033;0.278853455;0.012908125
biomass_image_train_0026.jpg;2018;2;advance;69.76;18.74;2.93;0.8;2.7;0.84;5.63;1.64;0;0;20.38;0.08047105;0.041216879;0.039254171;0.91952895;0
biomass_image_train_0027.jpg;2017;4;basic;239.6;45.92;;;;;162.4;25.57;0;0;71.49;0.357672402;0;0;0.642327598;0
biomass_image_train_0028.jpg;2017;2;basic;114.94;26.13;;;;;35.89;7.6;0;0;33.73;0.225318707;0;0;0.774681293;0
biomass_image_train_0029.jpg;2018;2;advance;69.68;16.16;0;0;82.33;22.57;82.33;22.57;0;0;38.73;0.582752388;0.582752388;0;0.417247612;0
biomass_image_train_0030.jpg;2017;4;basic;204.88;47.35;;;;;107.45;21.67;0;0;69.02;0.313966966;0;0;0.686033034;0
biomass_image_train_0031.jpg;2017;1;semi_advance;511.24;107.58;0.31;0.15;0;0;0.31;0.15;20.04;4.8;112.53;0.001332978;0;0.001332978;0.95601173;0.042655292
biomass_image_train_0032.jpg;2017;2;basic;24.73;6.32;;;;;132.25;27.79;0;0;34.11;0.814717092;0;0;0.185282908;0
biomass_image_train_0033.jpg;2017;3;advance;104.02;16.99;60.1;8.76;27.08;4.37;87.18;13.13;18.01;2.18;32.3;0.406501548;0.135294118;0.27120743;0.526006192;0.06749226
biomass_image_train_0034.jpg;2018;2;advance;70.7;17.56;6.3;1.45;20.39;4.25;26.69;5.7;0;0;23.26;0.24505589;0.182717111;0.062338779;0.75494411;0
biomass_image_train_0035.jpg;2017;3;advance;72;13.2;149.89;21.84;0;0;149.89;21.84;113.27;13.79;48.83;0.447266025;0;0.447266025;0.270325619;0.282408356
biomass_image_train_0036.jpg;2017;2;basic;99.33;23.43;;;;;81.69;17.34;0;0;40.77;0.42531273;0;0;0.57468727;0
biomass_image_train_0037.jpg;2017;2;basic;146.3;32.08;;;;;102.31;20.37;0;0;52.45;0.388369876;0;0;0.611630124;0
biomass_image_train_0038.jpg;2017;4;advance;67.61;10.16;173.3;22.07;0;0;173.3;22.07;89.91;10.67;42.9;0.514452214;0;0.514452214;0.236829837;0.248717949
biomass_image_train_0039.jpg;2017;2;advance;190.07;38.73;25.81;4.3;58.77;10.07;84.58;14.37;39.19;5.77;58.87;0.244097163;0.171054867;0.073042297;0.657890267;0.09801257
biomass_image_train_0040.jpg;2017;2;advance;76.31;16.87;138.67;25.91;10.24;2.29;148.91;28.2;31.08;4.56;49.63;0.568204715;0.046141447;0.522063268;0.339915374;0.091879911
biomass_image_train_0041.jpg;2017;2;basic;152;35.59;;;;;45.75;9.6;0;0;45.19;0.21243638;0;0;0.78756362;0
biomass_image_train_0042.jpg;2018;2;advance;113.59;27.02;1.74;0.36;0;0;1.74;0.36;0;0;27.38;0.013148283;0;0.013148283;0.986851717;0
biomass_image_train_0043.jpg;2017;4;advance;132.06;20.17;161.13;21.82;7.7;1.76;168.83;23.58;58.79;8.15;51.9;0.45433526;0.033911368;0.420423892;0.388631985;0.157032755
biomass_image_train_0044.jpg;2017;4;advance;111.81;15.88;113.3;14.98;4.96;1.06;118.26;16.04;105.7;13.53;45.45;0.352915292;0.023322332;0.329592959;0.349394939;0.297689769
biomass_image_train_0045.jpg;2017;2;advance;105.37;17.96;219.83;35.19;38.02;6.6;257.85;41.79;31.96;4.58;64.33;0.649619151;0.102595989;0.547023162;0.27918545;0.071195399
biomass_image_train_0046.jpg;2017;1;semi_advance;739.1;109.25;183.28;19.3;84.09;9.95;267.37;29.25;45.16;5.33;143.83;0.203365084;0.069178892;0.134186192;0.759577279;0.037057637
biomass_image_train_0047.jpg;2017;3;advance;74.38;14.34;48.9;8.37;0;0;48.9;8.37;32.11;4.79;27.5;0.304363636;0;0.304363636;0.521454545;0.174181818
biomass_image_train_0048.jpg;2017;3;advance;97.84;15.02;215.95;27.4;13.89;2.05;229.84;29.45;22.66;2.54;47.01;0.626462455;0.043607743;0.582854712;0.319506488;0.054031057
biomass_image_train_0049.jpg;2017;3;advance;117.95;17.72;193.23;25.38;6.81;1.4;200.04;26.78;53.35;6.27;50.77;0.527476856;0.02757534;0.499901517;0.349025015;0.123498129
biomass_image_train_0050.jpg;2017;4;basic;261.59;53.93;;;;;51.1;10.69;0;0;64.62;0.16542866;0;0;0.83457134;0
biomass_image_train_0051.jpg;2017;2;advance;109.02;18.73;149.99;22.8;16.31;2.91;166.3;25.71;13.61;2.16;46.6;0.551716738;0.062446352;0.489270386;0.40193133;0.046351931
biomass_image_train_0052.jpg;2017;4;basic;286.75;64.73;;;;;61.07;10.35;0;0;75.08;0.137852957;0;0;0.862147043;0
biomass_image_train_0053.jpg;2017;4;advance;123.54;16.05;227.36;26.73;4.87;1.02;232.23;27.75;1.79;0.32;44.12;0.628966455;0.023118767;0.605847688;0.363780598;0.007252947
biomass_image_train_0054.jpg;2018;2;advance;78.02;21.29;63.55;17;0;0;63.55;17;0;0;38.29;0.443980151;0;0.443980151;0.556019849;0
biomass_image_train_0055.jpg;2018;2;advance;62.92;16.18;4.16;1.28;25.44;5.94;29.6;7.22;0;0;23.4;0.308547009;0.253846154;0.054700855;0.691452991;0
biomass_image_train_0056.jpg;2017;1;semi_advance;203.67;39.37;167.1;23.8;20;2.97;187.1;26.77;33.07;4.45;70.59;0.379232186;0.042073948;0.337158238;0.557727723;0.063040091
biomass_image_train_0057.jpg;2017;3;advance;145.93;25.74;117.06;17.83;0;0;117.06;17.83;29.14;3.54;47.11;0.378475907;0;0.378475907;0.546380811;0.075143282
biomass_image_train_0058.jpg;2017;1;basic;45.72;9.35;;;;;520.94;72.28;0;0;81.63;0.885458777;0;0;0.114541223;0
biomass_image_train_0059.jpg;2018;2;advance;120.53;26.99;3.17;0.96;0;0;3.17;0.96;0;0;27.95;0.034347048;0;0.034347048;0.965652952;0
biomass_image_train_0060.jpg;2017;1;basic;130.08;24.6;;;;;572.66;81.13;0;0;105.73;0.767331883;0;0;0.232668117;0
biomass_image_train_0061.jpg;2017;2;basic;122.14;28.23;;;;;72.05;15.22;0;0;43.45;0.350287687;0;0;0.649712313;0
biomass_image_train_0062.jpg;2017;2;advance;66.05;13.47;121.37;21.81;14.2;2.87;135.57;24.68;47.83;7.57;45.72;0.539807524;0.062773403;0.477034121;0.294619423;0.165573053
biomass_image_train_0063.jpg;2017;4;advance;143.56;29.25;52.13;8.46;0;0;52.13;8.46;3.28;0.67;38.38;0.220427306;0;0.220427306;0.762115685;0.017457009
biomass_image_train_0064.jpg;2017;3;advance;111.82;20.29;90.47;13.47;13.76;2.63;104.23;16.1;15.68;1.75;38.14;0.422128998;0.068956476;0.353172522;0.531987415;0.045883587
biomass_image_train_0065.jpg;2017;4;advance;164.4;27.62;138.12;20.21;19.29;3.62;157.41;23.83;6.58;1.1;52.55;0.453472883;0.068886775;0.384586108;0.525594672;0.020932445
biomass_image_train_0066.jpg;2017;4;advance;127.34;23.35;12.31;2.14;38.26;6.65;50.57;8.79;4.29;0.8;32.94;0.266848816;0.20188221;0.064966606;0.708864602;0.024286582
biomass_image_train_0067.jpg;2018;2;advance;72.23;20.39;41.95;11.98;0;0;41.95;11.98;0;0;32.37;0.370095768;0;0.370095768;0.629904232;0
biomass_image_train_0068.jpg;2017;2;advance;85.99;17.66;49.59;8.97;23.54;4.66;73.13;13.63;53.57;7.65;38.94;0.350025681;0.119671289;0.230354391;0.453518233;0.196456086
biomass_image_train_0069.jpg;2017;3;advance;153.82;27.03;57.95;7.94;19.71;2.9;77.66;10.84;61.32;7.04;44.91;0.241371632;0.064573592;0.176798041;0.601870407;0.15675796
biomass_image_train_0070.jpg;2017;2;advance;105.7;20.3;127.9;19.55;60.48;9.91;188.38;29.46;39.8;5.51;55.27;0.533019721;0.17930161;0.353718111;0.36728786;0.099692419
biomass_image_train_0071.jpg;2017;2;advance;191.96;35.44;37.94;5.43;0;0;37.94;5.43;85.27;10.66;51.53;0.105375509;0;0.105375509;0.687754706;0.206869785
biomass_image_train_0072.jpg;2017;1;semi_advance;679.97;125.65;14.16;1.94;78.04;10.64;92.2;12.58;41.4;5.7;143.93;0.087403599;0.073924825;0.013478774;0.872993816;0.039602585
biomass_image_train_0073.jpg;2018;2;advance;90.65;20.62;3.24;1.03;45.51;11.75;48.75;12.78;0;0;33.4;0.382634731;0.351796407;0.030838323;0.617365269;0
biomass_image_train_0074.jpg;2017;3;advance;104.48;19.18;45.52;6.96;22.44;3.57;67.96;10.53;25.27;3.52;33.23;0.316882335;0.107433042;0.209449293;0.577189287;0.105928378
biomass_image_train_0075.jpg;2017;4;basic;168.94;30.91;;;;;262.16;42.01;0;0;72.92;0.576110806;0;0;0.423889194;0
biomass_image_train_0076.jpg;2017;3;basic;199.45;40.67;;;;;116.98;24.44;0;0;65.11;0.375364767;0;0;0.624635233;0
biomass_image_train_0077.jpg;2017;1;semi_advance;490.39;77.12;146.01;18.52;70.56;10.09;216.57;28.61;85.71;11.07;116.8;0.24494863;0.086386986;0.158561644;0.660273973;0.094777397
biomass_image_train_0078.jpg;2017;1;semi_advance;171.25;31.33;209.02;28.19;30.35;4.66;239.37;32.85;262.4;36.27;100.45;0.327028372;0.046391239;0.280637133;0.311896466;0.361075162
biomass_image_train_0079.jpg;2017;2;advance;91.12;17.89;176.36;28.74;3.5;0.87;179.86;29.61;4.61;0.77;48.27;0.613424487;0.018023617;0.59540087;0.370623576;0.015951937
biomass_image_train_0080.jpg;2017;4;advance;123.35;14.82;181.91;21.96;6.08;1.31;187.99;23.27;21.54;2.51;40.6;0.573152709;0.03226601;0.5408867;0.365024631;0.06182266
biomass_image_train_0081.jpg;2017;1;basic;558.35;116.65;;;;;155.69;19.89;0;0;136.54;0.145671598;0;0;0.854328402;0
biomass_image_train_0082.jpg;2017;4;basic;197.82;48.12;;;;;36.47;7.87;0;0;55.99;0.140560814;0;0;0.859439186;0
biomass_image_train_0083.jpg;2017;2;basic;141.9;28.56;;;;;153.75;29.93;0;0;58.49;0.511711404;0;0;0.488288596;0
biomass_image_train_0084.jpg;2017;4;advance;145.37;20.92;153.14;19.93;0;0;153.14;19.93;29.78;4.03;44.88;0.444073084;0;0.444073084;0.466131907;0.089795009
biomass_image_train_0085.jpg;2017;4;advance;122.27;18.33;90.69;11.54;34.28;5.53;124.97;17.07;56;6.47;41.87;0.407690471;0.132075472;0.275614999;0.437783616;0.154525914
biomass_image_train_0086.jpg;2017;4;basic;221.05;48.83;;;;;80.79;15.13;0;0;63.96;0.236554096;0;0;0.763445904;0
biomass_image_train_0087.jpg;2017;4;basic;234.23;55.39;;;;;50.91;9.45;0;0;64.84;0.145743368;0;0;0.854256632;0
biomass_image_train_0088.jpg;2017;1;basic;0;0;;;;;1121.27;144.4;0;0;144.4;1;0;0;0;0
biomass_image_train_0089.jpg;2017;3;advance;118.29;18.79;168.61;23.29;0;0;168.61;23.29;57.32;6.84;48.92;0.476083401;0;0.476083401;0.384096484;0.139820114
biomass_image_train_0090.jpg;2018;2;advance;77.12;18.71;0;0;75.3;20.52;75.3;20.52;0;0;39.23;0.52306908;0.52306908;0;0.47693092;0
biomass_image_train_0091.jpg;2017;1;semi_advance;521.31;85.97;121.91;15.2;164.62;20.35;286.53;35.55;134.8;15.71;137.23;0.259054143;0.14829119;0.110762953;0.626466516;0.114479341
biomass_image_train_0092.jpg;2017;4;advance;23.98;5.79;11.47;2.38;0;0;11.47;2.38;3.78;0.91;9.08;0.262114537;0;0.262114537;0.637665198;0.100220264
biomass_image_train_0093.jpg;2018;2;advance;87.41;23.16;32.61;9.23;0;0;32.61;9.23;0;0;32.39;0.284964495;0;0.284964495;0.715035505;0
biomass_image_train_0094.jpg;2017;1;basic;107.64;21.38;;;;;384.09;60.95;0;0;82.33;0.740313373;0;0;0.259686627;0
biomass_image_train_0095.jpg;2017;2;advance;47.39;12.19;26.21;5.38;58.04;9.53;84.25;14.91;1.7;0.46;27.56;0.541001451;0.345791001;0.19521045;0.442307692;0.016690856
biomass_image_train_0096.jpg;2017;3;basic;31.37;7.69;;;;;269.06;53.64;0;0;61.33;0.874612751;0;0;0.125387249;0
biomass_image_train_0097.jpg;2017;2;advance;63.34;12.48;186.33;31.18;89.07;14.65;275.4;45.83;4.1;0.68;58.99;0.776911341;0.248347177;0.528564163;0.211561282;0.011527378
biomass_image_train_0098.jpg;2017;1;semi_advance;622.82;82.91;106.41;11.26;627.33;70.92;733.74;82.18;12.97;1.42;166.51;0.493543931;0.425920365;0.067623566;0.497928052;0.008528016
biomass_image_train_0099.jpg;2017;4;basic;313.21;62.23;;;;;79.43;13.68;0;0;75.91;0.180213411;0;0;0.819786589;0
biomass_image_train_0100.jpg;2017;4;basic;226.66;43.53;;;;;80.92;13.97;0;0;57.5;0.242956522;0;0;0.757043478;0
biomass_image_train_0101.jpg;2017;3;basic;157.73;33.4;;;;;46.54;10.21;0;0;43.61;0.234120615;0;0;0.765879385;0
biomass_image_train_0102.jpg;2017;2;basic;39.55;12.15;;;;;171.77;35.43;0;0;47.58;0.744640605;0;0;0.255359395;0
biomass_image_train_0103.jpg;2017;4;advance;137.91;20.93;100.52;12.5;17.96;2.54;118.48;15.04;95.04;11.52;47.49;0.316698252;0.053484944;0.263213308;0.440724363;0.242577385
biomass_image_train_0104.jpg;2017;2;advance;137.96;25.2;120.99;17.59;43.45;7.26;164.44;24.85;0.75;0.24;50.29;0.494134023;0.144362696;0.349771326;0.501093657;0.004772321
biomass_image_train_0105.jpg;2017;4;advance;180.82;27.07;100.06;13.33;155.57;25.25;255.63;38.58;5.37;0.79;66.44;0.580674293;0.380042143;0.200632149;0.40743528;0.011890427
biomass_image_train_0106.jpg;2017;1;semi_advance;242.18;39.13;333.67;40.06;375.68;49.02;709.35;89.08;16.08;2.09;130.3;0.683653108;0.376208749;0.307444359;0.300306984;0.016039908
biomass_image_train_0107.jpg;2017;3;advance;48.73;9.03;64.7;11.58;11.69;2.66;76.39;14.24;59.72;9.37;32.64;0.43627451;0.081495098;0.354779412;0.276654412;0.287071078
biomass_image_train_0108.jpg;2017;4;basic;281.56;57.54;;;;;72.04;13.27;0;0;70.81;0.187402909;0;0;0.812597091;0
biomass_image_train_0109.jpg;2017;1;basic;129.56;26.52;;;;;341.79;50.07;0;0;76.59;0.653740697;0;0;0.346259303;0
biomass_image_train_0110.jpg;2017;3;basic;189.64;44.54;;;;;78.23;18.54;0;0;63.08;0.293912492;0;0;0.706087508;0
biomass_image_train_0111.jpg;2017;4;basic;282.99;58.77;;;;;102.94;18.45;0;0;77.22;0.238927739;0;0;0.761072261;0
biomass_image_train_0112.jpg;2017;2;advance;94.05;18.49;225.16;36.95;0;0;225.16;36.95;56.9;8.55;63.99;0.577433974;0;0.577433974;0.288951399;0.133614627
biomass_image_train_0113.jpg;2017;1;semi_advance;418.36;72.35;229.31;27.52;171.56;21.14;400.87;48.66;20.81;2.83;123.84;0.392926357;0.170704134;0.222222222;0.584221576;0.022852067
biomass_image_train_0114.jpg;2017;3;basic;169.51;36.49;;;;;79.92;17.63;0;0;54.12;0.325757576;0;0;0.674242424;0
biomass_image_train_0115.jpg;2018;2;advance;101.43;21.46;3.42;0.9;0;0;3.42;0.9;0;0;22.36;0.040250447;0;0.040250447;0.959749553;0
biomass_image_train_0116.jpg;2017;2;advance;91.82;17.68;209.21;34.72;7.72;1.52;216.93;36.24;15.86;2.26;56.18;0.64506942;0.027055892;0.618013528;0.314702741;0.040227839
biomass_image_train_0117.jpg;2017;4;basic;195.37;45.7;;;;;119.01;23.6;0;0;69.3;0.340548341;0;0;0.659451659;0
biomass_image_train_0118.jpg;2017;2;advance;186.4;36.69;54.58;8.68;0;0;54.58;8.68;36.7;4.59;49.96;0.173738991;0;0.173738991;0.73438751;0.091873499
biomass_image_train_0119.jpg;2017;3;advance;118.89;25.07;0;0;18.5;3.29;18.5;3.29;0;0;28.36;0.116008463;0.116008463;0;0.883991537;0
biomass_image_train_0120.jpg;2017;3;advance;119.14;18.68;209.78;26.56;7.04;1.37;216.82;27.93;52.87;6.23;52.84;0.528576836;0.025927328;0.502649508;0.353520061;0.117903104
biomass_image_train_0121.jpg;2017;1;semi_advance;187.66;36.84;127.86;16.3;80.77;10.64;208.63;26.94;66.39;9.6;73.38;0.367130008;0.144998637;0.222131371;0.502044154;0.130825838
biomass_image_train_0122.jpg;2017;3;advance;123.53;18.49;179.94;22.55;68.88;10.89;248.82;33.44;43.8;5.07;57;0.586666667;0.191052632;0.395614035;0.324385965;0.088947368
biomass_image_train_0123.jpg;2018;2;advance;90.07;21.59;5.28;1.29;0;0;5.28;1.29;0;0;22.88;0.056381119;0;0.056381119;0.943618881;0
biomass_image_train_0124.jpg;2017;4;advance;142.3;18.74;124.65;16.14;26.73;4.65;151.38;20.79;20.47;2.58;42.11;0.493706958;0.110425077;0.383281881;0.445024935;0.061268107
biomass_image_train_0125.jpg;2017;3;advance;57.57;11.34;115.68;18.71;0;0;115.68;18.71;25.9;4.03;34.08;0.549002347;0;0.549002347;0.332746479;0.118251174
biomass_image_train_0126.jpg;2017;4;advance;112.12;15.8;122.88;15.36;2.27;0.71;125.15;16.07;37.29;4.59;36.46;0.440756994;0.019473396;0.421283598;0.433351618;0.125891388
